2001	Information 	Unknown 	2022-01-03 08:24:58 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 11:23:08 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:23:08 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:23:08 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 11:23:08 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 11:23:17 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 11:23:17 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:23:17 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:23:17 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:23:17 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:23:17 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:23:17 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 11:23:17 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 11:23:25 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 11:23:25 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:23:25 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:23:25 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:23:25 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:23:25 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:23:25 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 11:23:25 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 11:23:33 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 11:23:33 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:23:33 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:23:33 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:23:33 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 11:23:33 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 11:26:35 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 11:26:35 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:26:35 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:26:35 	The 'SELECT * FROM anonymous' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:26:35 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 11:26:35 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 11:28:09 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 11:28:09 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:28:09 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:28:09 	The 'SELECT * FROM anonymous' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:28:09 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:28:09 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:28:09 	The 'INSERT INTO anonymous (id, ip, anattempt, timestamp) VALUES (?,?,?,?)' query executed successfully 
2002	Information 	Unknown 	2022-01-06 11:28:09 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 11:31:03 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 11:31:03 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:31:03 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:31:03 	The 'SELECT * FROM anonymous' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:31:03 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:31:03 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:31:03 	The 'INSERT INTO anonymous (id, ip, anattempt, timestamp) VALUES (?,?,?,?)' query executed successfully 
2002	Information 	Unknown 	2022-01-06 11:31:03 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 11:33:09 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 11:33:09 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:33:09 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:33:09 	The 'SELECT * FROM anonymous' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:33:09 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:33:09 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:33:09 	The 'INSERT INTO anonymous (id, ip, anattempt, timestamp) VALUES (?,?,?,?)' query executed successfully 
2002	Information 	Unknown 	2022-01-06 11:33:09 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 11:37:09 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 11:37:09 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:37:09 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:37:09 	The 'SELECT * FROM anonymous' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:37:09 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 11:37:09 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 11:39:21 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 11:39:21 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:39:21 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:39:21 	The 'SELECT * FROM anonymous' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:39:21 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:39:21 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 11:39:21 	The 'INSERT INTO anonymous (id, ip, anattempt, timestamp) VALUES (?,?,?,?)' query executed successfully 
2002	Information 	Unknown 	2022-01-06 11:39:21 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 11:39:21 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 11:39:21 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 11:39:21 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 12:03:21 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 12:03:21 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 12:03:21 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 12:03:21 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 12:03:21 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 12:03:21 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 12:05:31 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 12:05:31 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 12:05:31 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 12:05:31 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 12:05:31 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 12:05:31 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 12:05:31 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 12:05:31 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 12:05:31 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 12:05:31 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 12:05:31 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 12:07:29 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 12:07:29 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 12:07:29 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 12:07:29 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 12:07:29 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 12:07:29 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 12:07:29 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 12:07:29 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 12:07:29 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 12:07:29 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 12:07:29 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 12:33:18 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 12:33:18 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 12:33:18 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 12:33:26 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 12:33:26 	The 'SELECT * FROM categories' query executed successfully 
2003	Information 	Unknown 	2022-01-06 12:33:26 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 12:33:26 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 12:33:26 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 12:33:43 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 12:33:43 	The 'SELECT * FROM categories' query executed successfully 
2003	Information 	Unknown 	2022-01-06 12:33:43 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 12:33:43 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 12:33:43 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 12:33:57 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 12:33:57 	The 'SELECT * FROM categories' query executed successfully 
2003	Information 	Unknown 	2022-01-06 12:33:57 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 12:33:57 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 12:33:57 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 13:27:09 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 13:27:09 	The 'SELECT * FROM categories' query executed successfully 
2003	Information 	Unknown 	2022-01-06 13:27:09 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 13:27:09 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 13:27:09 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 13:36:31 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 13:36:31 	The 'SELECT * FROM categories' query executed successfully 
2003	Information 	Unknown 	2022-01-06 13:36:31 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 13:36:31 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 13:38:42 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 13:38:42 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 13:38:42 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 13:38:42 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 13:38:42 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 13:38:42 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 13:38:42 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 13:38:42 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 13:38:42 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 13:38:42 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 13:38:42 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 13:38:46 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 13:38:46 	The 'SELECT * FROM categories' query executed successfully 
2003	Information 	Unknown 	2022-01-06 13:38:46 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 13:38:46 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 13:40:35 	Connection established successfully with database 
2001	Information 	Unknown 	2022-01-06 13:40:39 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 13:40:39 	The 'SELECT * FROM categories' query executed successfully 
2003	Information 	Unknown 	2022-01-06 13:40:39 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 13:40:39 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 14:40:53 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 14:40:53 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 14:40:53 	The 'SELECT * FROM printers ORDER BY id DESC LIMIT 1' query executed successfully 
2003	Information 	Unknown 	2022-01-06 14:40:53 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 14:40:53 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 14:40:53 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 14:40:53 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 14:40:53 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 14:54:26 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 14:54:26 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 14:54:26 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 14:54:26 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 14:54:26 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 14:54:26 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 14:54:26 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 14:54:26 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 14:54:42 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 14:54:42 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 14:54:42 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 14:54:42 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 14:54:42 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 14:54:42 	The 'UPDATE users SET timestamp = ?, attempts = ? WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 14:54:42 	The 'UPDATE anonymous SET timestamp = ?, anattempt = ? WHERE ip = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 14:54:42 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 14:54:42 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 14:54:42 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 14:54:42 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 14:54:42 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 14:54:46 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 14:54:46 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 14:54:46 	The 'SELECT * FROM categories' query executed successfully 
2003	Information 	Unknown 	2022-01-06 14:54:46 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 14:54:46 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 14:55:40 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 14:55:40 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 14:55:40 	The 'SELECT * FROM printers ORDER BY id DESC LIMIT 1' query executed successfully 
2003	Information 	Unknown 	2022-01-06 14:55:40 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 14:55:40 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 14:55:40 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 14:55:40 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 14:55:40 	The 'SELECT * FROM categories' query executed successfully 
2003	Information 	Unknown 	2022-01-06 14:55:40 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 14:55:40 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:00:26 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:00:26 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:00:26 	The 'SELECT * FROM printers ORDER BY id DESC LIMIT 1' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:00:26 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:00:26 	Connection closed successfully with database 
4002	Error 	Unknown 	2022-01-06 15:00:26 	Unable to prepare statement (check your syntax) -  
4004	Error 	Unknown 	2022-01-06 15:00:26 	Unable to prepare statement (check your syntax) - 
2001	Information 	Unknown 	2022-01-06 15:00:26 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:00:26 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:00:26 	The 'SELECT * FROM categories' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:00:26 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:00:26 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:04:26 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:04:26 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:04:26 	The 'SELECT * FROM printers ORDER BY id DESC LIMIT 1' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:04:26 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:04:26 	The 'INSERT INTO printers (id, category, model, functions, image, description, description_ar, warrenty, warrenty_period) VALUES (?,?,?,?,?,?,?,?,?)' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:04:26 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:04:26 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:04:26 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:04:26 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:04:26 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:05:44 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:05:44 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:05:44 	The 'SELECT * FROM categories' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:05:44 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:05:44 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:06:16 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:06:16 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:06:16 	The 'SELECT * FROM printers ORDER BY id DESC LIMIT 1' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:06:16 	The 'SELECT * FROM printers' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:06:16 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:06:16 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:06:16 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:06:16 	The 'SELECT * FROM categories' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:06:16 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:06:16 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:09:04 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:09:04 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:09:04 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:09:06 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:09:06 	The 'SELECT * FROM categories' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:09:06 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:09:06 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:09:06 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:09:23 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:09:23 	The 'SELECT * FROM printers WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:09:23 	The 'SELECT * FROM categories WHERE category =  ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:09:23 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:09:23 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:10:49 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:10:49 	The 'SELECT * FROM printers WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:10:49 	The 'SELECT * FROM categories WHERE category =  ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:10:49 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:10:49 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:11:17 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:11:17 	The 'SELECT * FROM categories' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:11:17 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:11:17 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:11:17 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:12:21 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:12:21 	The 'SELECT * FROM printers WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:12:21 	The 'SELECT * FROM categories WHERE category =  ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:12:21 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:12:21 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:13:01 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:13:01 	The 'SELECT * FROM categories' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:13:01 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:13:01 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:13:01 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:13:05 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:13:05 	The 'SELECT * FROM printers WHERE id = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:13:05 	The 'SELECT * FROM categories WHERE category =  ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:13:05 	The 'SELECT * FROM categories' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:13:05 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:29:13 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:29:13 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:29:13 	The 'SELECT * FROM printers ORDER BY id DESC LIMIT 1' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:29:13 	The 'SELECT * FROM printers' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:29:13 	The 'INSERT INTO printers (id, category, model, functions, image, description, description_ar, warrenty, warrenty_period) VALUES (?,?,?,?,?,?,?,?,?)' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:29:13 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:29:13 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:29:13 	The 'SELECT type FROM users WHERE user = ?' query executed successfully 
2002	Information 	Unknown 	2022-01-06 15:29:13 	Connection closed successfully with database 
2001	Information 	Unknown 	2022-01-06 15:29:22 	Connection established successfully with database 
2003	Information 	Unknown 	2022-01-06 15:29:22 	The 'SELECT * FROM anonymous WHERE ip = ?' query executed successfully 
2003	Information 	Unknown 	2022-01-06 15:29:22 	The 'SELECT * FROM users WHERE user = ?' query executed successfully 
